Sprint #,Application_Name,Team_Name,AI Usage Testing Phase (Test Planning),AI Usage Testing Phase (Test Design),AI Usage Testing Phase (Automation Development),AI Usage Testing Phase (Test Execution),AI Usage Testing Phase (Regression Testing),AI Usage Testing Phase (Defect Management),Complexity,User story count,test case count,Baseline effort (Test Planning),Baseline effort (Test Design),Baseline effort (Automation Development),Baseline effort (Test Execution),Baseline effort (Regression Testing),Baseline effort (Defect Management),Actual effort (Test Planning),Actual effort (Test Design),Actual effort (Automation Development),Actual effort (Test Execution),Actual effort (Regression Testing),Actual effort (Defect Management),Year,Sprint_Number,AI_Test Planning,AI_Test Design,AI_Automation Development,AI_Test Execution,AI_Regression Testing,AI_Defect Management,AI_Phase_Count,AI_Adoption_Rate,Total_Baseline_Effort,Total_Actual_Effort,Total_Effort_Saved,Overall_Productivity_Improvement_Pct,Story_to_Test_Ratio
2025-S06,Customer Web Portal,EIP-QA,No,Yes,Yes,No,No,Yes,Low,11.0,44.0,10.25,16.4719,27.8,6.4,16.0,9.39,11.61,21.0,17.91,7.72,16.1063,8.64,2025,6,0,1,1,0,0,1,3,0.5,86.3119,82.9863,3.3255999999999943,3.8530028883618535,3.6666666666666665
2025-S06,ERP Operations,ERP Operations QA,No,No,No,No,No,No,Medium,12.0,126.0,12.68,52.6,35.86,17.92,36.9,34.45,14.91,58.0,30.27,19.0,35.7657,37.23,2025,6,0,0,0,0,0,0,0,0.0,190.41000000000003,195.17569999999998,-4.765699999999953,-2.5028622446299837,9.692307692307692
2025-S06,API Integration Platform,API & Middleware QA,No,Yes,No,No,Yes,No,Low,10.0,36.0,11.1,15.84,28.5,6.2,10.5,13.9514,10.48,13.55,33.1521,6.09,7.2,15.7,2025,6,0,1,0,0,1,0,2,0.3333333333333333,86.0914,86.1721,-0.08070000000000732,-0.09373758586805107,3.272727272727273
2025-S07,CRM Sales & Service,CRM Platform QA,No,Yes,Yes,No,Yes,No,High,13.0,191.0,15.67,98.28,61.5,33.63,62.8315,50.19,16.48,81.36,49.33,36.77,44.37,47.0,2025,7,0,1,1,0,1,0,3,0.5,322.1015,275.31000000000006,46.79149999999993,14.526942594182247,13.642857142857142
2025-S07,Mobile Service App,Mobile & Web QE,No,Yes,Yes,No,Yes,Yes,Medium,13.0,84.0,13.59,36.65,49.98,13.4,27.8,20.8,15.31,30.7,39.9,12.21,21.6,18.2,2025,7,0,1,1,0,1,1,4,0.6666666666666666,162.22000000000003,137.92,24.30000000000004,14.979657255578866,6.0
2025-S07,Billing & Payments,Billing & Payments QA,No,Yes,Yes,No,No,No,Medium,10.0,82.0,11.51,35.97,58.6,13.63,25.56,31.33,12.94,28.3,,13.23,22.62,33.92,2025,7,0,1,1,0,0,0,2,0.3333333333333333,176.59999999999997,,,,7.454545454545454
2025-S07,ERP Operations,ERP Operations QA,No,No,No,No,No,No,Medium,10.0,46.0,11.04,20.63,25.38,7.38,16.8992,7.97,10.01,21.1,25.84,7.5,14.4,8.04,2025,7,0,0,0,0,0,0,0,0.0,89.29919999999998,86.89000000000001,2.40919999999997,2.6978965097111405,4.181818181818182
2025-S07,API Integration Platform,API & Middleware QA,No,Yes,Yes,No,No,No,High,7.0,70.0,8.56,29.48,28.3,11.8029,17.15,28.1361,7.42,21.36,23.37,12.72,16.5,26.8,2025,7,0,1,1,0,0,0,2,0.3333333333333333,123.429,108.17,15.259,12.362572815140688,8.75
2025-S07,Customer Web Portal,EIP-QA,No,Yes,Yes,No,Yes,Yes,High,10.0,126.0,12.47,64.6,67.56,24.5,32.44,22.0,10.74,56.66,53.71,26.06,26.72,16.76,2025,7,0,1,1,0,1,1,4,0.6666666666666666,223.57,190.64999999999998,32.920000000000016,14.724694726483884,11.454545454545455
2025-S07,Enterprise Data Platform,Data Platform QA,No,Yes,Yes,No,No,No,Medium,7.0,92.0,9.81,50.17,40.38,17.05,37.42,22.5,11.0,36.5,33.26,18.36,31.91,14.46,2025,7,0,1,1,0,0,0,2,0.3333333333333333,177.33,145.49,31.840000000000003,17.955224722269218,11.5
2025-S08,Billing & Payments,Billing & Payments QA,No,Yes,Yes,No,No,No,Medium,9.0,114.0,10.04,50.1225,47.24,17.19,22.56,27.0,9.42,33.36,42.58,14.5495,24.7,31.2,2025,8,0,1,1,0,0,0,2,0.3333333333333333,174.1525,155.80949999999999,18.343000000000018,10.53272275735348,11.4
2025-S08,Enterprise Data Platform,Data Platform QA,No,Yes,Yes,No,No,No,Medium,6.0,65.0,7.18,27.28,26.51,10.2,18.0,9.0,6.54,22.05,24.28,9.85,19.43,9.7,2025,8,0,1,1,0,0,0,2,0.3333333333333333,98.17,91.85000000000001,6.319999999999993,6.437811958846891,9.285714285714286
2025-S08,API Integration Platform,API & Middleware QA,No,Yes,Yes,No,Yes,No,Medium,12.0,86.0,12.0,36.64,24.2,12.6688,18.18,17.4,11.73,30.6,20.25,20.43,21.2,24.51,2025,8,0,1,1,0,1,0,3,0.5,121.08880000000002,128.72,-7.6311999999999784,-6.302151809250713,6.615384615384615
2025-S08,Customer Web Portal,EIP-QA,No,Yes,No,No,Yes,Yes,Medium,8.0,60.0,8.67,25.98,24.2,9.34,21.83,15.1,8.47,19.58,17.3,10.0,16.1256,13.2,2025,8,0,1,0,0,1,1,3,0.5,105.11999999999999,84.67559999999999,20.4444,19.448630136986306,6.666666666666667
2025-S08,Mobile Service App,Mobile & Web QE,No,Yes,Yes,Yes,Yes,Yes,Medium,10.0,77.0,7.8236,32.16,26.68,12.1,24.74,19.8,7.73,20.61,31.0,14.3,19.11,15.9,2025,8,0,1,1,1,1,1,5,0.8333333333333334,123.30359999999999,108.65,14.653599999999983,11.88416234400292,7.0
2025-S08,ERP Operations,ERP Operations QA,No,No,No,No,No,No,Medium,4.0,39.0,5.75,16.88,24.9,6.6996,8.8,12.74,5.47,16.02,34.66,5.7,7.98,12.78,2025,8,0,0,0,0,0,0,0,0.0,75.7696,82.61,-6.8404000000000025,-9.027895092490922,7.8
2025-S09,ERP Operations,ERP Operations QA,No,No,No,No,No,No,Medium,11.0,119.0,12.47,51.5,28.97,17.84,41.05,24.0,11.14,52.2,26.93,25.98,38.24,23.72,2025,9,0,0,0,0,0,0,0,0.0,175.82999999999998,178.21,-2.380000000000024,-1.3535801626571258,9.916666666666666
2025-S09,Mobile Service App,Mobile & Web QE,No,Yes,Yes,No,Yes,Yes,High,14.0,135.0,18.05,71.31,52.4,25.11,54.6,35.3,17.72,49.96,33.69,25.0,38.0,30.32,2025,9,0,1,1,0,1,1,4,0.6666666666666666,256.77,194.69,62.079999999999984,24.177279277174122,9.0
2025-S09,Billing & Payments,Billing & Payments QA,No,Yes,Yes,No,No,No,Medium,14.0,53.0,15.0,23.08,17.46,8.4,11.95,11.85,14.0,17.4,16.48,16.45,13.7698,11.87,2025,9,0,1,1,0,0,0,2,0.3333333333333333,87.74,89.9698,-2.2298000000000116,-2.5413722361522817,3.533333333333333
2025-S09,API Integration Platform,API & Middleware QA,No,Yes,Yes,No,Yes,No,Medium,13.0,77.0,14.13,33.76,44.3697,13.2,32.98,27.36,20.63,21.13,35.38,11.2356,23.41,27.7094,2025,9,0,1,1,0,1,0,3,0.5,165.79970000000003,139.495,26.304700000000025,15.86534836914664,5.5
2025-S09,ERP Operations,ERP Operations QA,No,No,No,No,No,No,Medium,11.0,119.0,12.47,51.5,28.97,17.84,41.05,24.0,11.14,52.2,26.93,25.98,38.69,23.72,2025,9,0,0,0,0,0,0,0,0.0,175.82999999999998,178.66,-2.8300000000000125,-1.6095091850082537,9.916666666666666
2025-S09,Enterprise Data Platform,Data Platform QA,No,Yes,Yes,No,No,No,Medium,12.0,138.0,12.82,60.3,35.4,20.205,41.32,15.25,13.94,55.45,26.93,21.9083,45.11,14.48,2025,9,0,1,1,0,0,0,2,0.3333333333333333,185.29500000000002,177.8183,7.476700000000022,4.035025230038599,10.615384615384615
2025-S09,Customer Web Portal,EIP-QA,No,Yes,Yes,No,Yes,Yes,Medium,7.0,91.0,7.3,33.47,26.46,11.7,20.9,17.8,6.81,23.0,22.82,13.1,13.97,12.26,2025,9,0,1,1,0,1,1,4,0.6666666666666666,117.62999999999998,91.96,25.669999999999987,21.82266428632151,11.375
2025-S10,Enterprise Data Platform,Data Platform QA,No,No,No,No,No,No,Medium,11.0,62.0,12.81,26.77,24.45,10.22,25.64,15.14,14.05,21.0,24.37,10.57,32.0,15.0,2025,10,0,0,0,0,0,0,0,0.0,115.03,116.99000000000001,-1.960000000000008,-1.703903329566207,5.166666666666667
2025-S10,ERP Operations,ERP Operations QA,No,No,No,No,No,No,High,15.0,77.0,19.2,42.71,34.0,15.0,19.45,24.22,20.75,30.0,31.09,17.0,21.85,21.8,2025,10,0,0,0,0,0,0,0,0.0,154.57999999999998,142.49,12.089999999999975,7.821192909820142,4.8125
2025-S10,Billing & Payments,Billing & Payments QA,No,Yes,Yes,No,No,No,Medium,7.0,100.0,8.31,43.47,34.7,14.67,20.21,17.0,8.62,35.53,27.0,15.37,17.88,16.54,2025,10,0,1,1,0,0,0,2,0.3333333333333333,138.36,120.94,17.420000000000016,12.590344030066502,12.5
2025-S10,API Integration Platform,API & Middleware QA,No,Yes,Yes,No,Yes,No,Low,10.0,49.0,14.0,26.0,35.8,9.44,19.08,10.7199,22.59,19.24,30.0,9.56,18.65,11.03,2025,10,0,1,1,0,1,0,3,0.5,115.03989999999999,111.07,3.9698999999999955,3.450889647852611,4.454545454545454
2025-S10,CRM Sales & Service,CRM Platform QA,No,Yes,Yes,No,Yes,No,Medium,9.0,59.0,11.6,25.0,34.52,9.48,21.5,10.49,11.57,15.55,22.8031,11.67,20.0,11.8,2025,10,0,1,1,0,1,0,3,0.5,112.59,93.3931,19.1969,17.050270894395595,5.9
2025-S10,Mobile Service App,Mobile & Web QE,No,Yes,No,No,Yes,Yes,Low,10.0,80.0,9.17,28.27,34.71,10.34,18.4,11.7,9.76,21.7,29.1,9.8,10.41,8.48,2025,10,0,1,0,0,1,1,3,0.5,112.59000000000002,89.25,23.340000000000018,20.73008260058621,7.2727272727272725
2025-S10,Customer Web Portal,EIP-QA,No,Yes,Yes,No,No,Yes,Medium,10.0,80.0,10.53,35.21,44.9765,12.51,29.6,12.18,10.63,21.71,29.92,15.08,28.561,11.0,2025,10,0,1,1,0,0,1,3,0.5,145.00650000000002,116.90100000000001,28.105500000000006,19.38223458948392,7.2727272727272725
2025-S11,API Integration Platform,API & Middleware QA,No,Yes,Yes,No,Yes,No,Medium,7.0,80.0,8.5965,35.57,33.73,11.9,19.72,20.37,8.42,31.98,20.7,14.97,11.5,20.0,2025,11,0,1,1,0,1,0,3,0.5,129.8865,107.57,22.31650000000002,17.18153926697541,10.0
2025-S11,Mobile Service App,Mobile & Web QE,No,Yes,Yes,No,Yes,Yes,Medium,10.0,60.0,11.0,26.57,16.9,9.24,16.13,8.08,9.92,17.25,14.81,9.2,12.2954,,2025,11,0,1,1,0,1,1,4,0.6666666666666666,87.92,,,,5.454545454545454
2025-S11,Customer Web Portal,EIP-QA,No,No,Yes,No,Yes,Yes,Medium,13.0,53.0,11.67,19.46,19.8,7.61,19.61,11.64,10.78,12.0,13.71,8.0,13.59,10.37,2025,11,0,0,1,0,1,1,3,0.5,89.79,68.45,21.340000000000003,23.766566432787616,3.7857142857142856
2025-S11,ERP Operations,ERP Operations QA,No,No,No,No,No,No,Medium,7.0,54.0,9.87,22.66,42.87,9.45,20.57,9.97,8.6,24.0,48.27,9.3361,21.11,10.55,2025,11,0,0,0,0,0,0,0,0.0,115.39000000000001,121.8661,-6.476099999999988,-5.612358089955792,6.75
2025-S11,Billing & Payments,Billing & Payments QA,No,Yes,Yes,No,No,No,Medium,13.0,53.0,13.75,22.5,26.92,8.45,15.0,12.99,13.14,18.2,19.3,7.95,14.75,13.29,2025,11,0,1,1,0,0,0,2,0.3333333333333333,99.61,86.63,12.980000000000004,13.030820198775228,3.7857142857142856
2025-S11,CRM Sales & Service,CRM Platform QA,No,Yes,Yes,No,Yes,No,High,10.0,92.0,13.0,47.93,46.54,,31.9,35.24,15.61,37.15,39.75,30.2,21.99,36.39,2025,11,0,1,1,0,1,0,3,0.5,,181.08999999999997,,,8.363636363636363
2025-S12,Mobile Service App,Mobile & Web QE,No,Yes,Yes,No,Yes,Yes,High,12.0,58.0,16.0,32.13,23.09,11.54,20.45,13.48,13.9,25.72,17.52,12.41,14.8,9.0,2025,12,0,1,1,0,1,1,4,0.6666666666666666,116.69,93.35,23.340000000000003,20.001713942925704,4.461538461538462
2025-S12,Enterprise Data Platform,Data Platform QA,No,Yes,Yes,No,No,No,Low,12.0,43.0,11.14,15.79,22.04,6.073,15.98,7.62,11.423,11.6645,16.6,5.93,17.89,6.78,2025,12,0,1,1,0,0,0,2,0.3333333333333333,78.643,70.2875,8.355500000000006,10.624594687384773,3.3076923076923075
2025-S12,CRM Sales & Service,CRM Platform QA,No,Yes,Yes,No,No,No,Low,9.0,49.0,9.0329,17.38,26.1,7.02,17.7,9.96,8.78,11.74,18.34,7.65,16.94,10.45,2025,12,0,1,1,0,0,0,2,0.3333333333333333,87.19290000000001,73.9,13.292900000000003,15.245392686789867,4.9
2025-S12,ERP Operations,ERP Operations QA,No,No,No,No,No,No,Medium,8.0,67.0,10.36,29.49,31.68,10.93,15.6,12.6431,11.015,42.8211,32.87,13.67,17.76,12.89,2025,12,0,0,0,0,0,0,0,0.0,110.7031,131.02609999999999,-20.32299999999998,-18.358112826108734,7.444444444444445
2025-S12,Billing & Payments,Billing & Payments QA,No,Yes,Yes,No,No,No,Medium,10.0,129.0,11.65,57.2,67.91,18.0,41.08,20.44,10.58,,98.62,18.47,40.06,18.16,2025,12,0,1,1,0,0,0,2,0.3333333333333333,216.27999999999997,,,,11.727272727272727
2025-S12,API Integration Platform,API & Middleware QA,No,Yes,Yes,No,Yes,No,Low,3.0,113.0,5.0,40.22,33.62,13.76,19.93,22.9,5.4,31.1,29.51,14.17,22.62,24.25,2025,12,0,1,1,0,1,0,3,0.5,135.43,127.05000000000001,8.379999999999995,6.1876984419995535,28.25
2025-S12,Customer Web Portal,EIP-QA,No,Yes,Yes,No,Yes,Yes,Medium,14.0,65.0,14.75,28.67,45.98,10.8,15.27,14.3,14.8,25.24,39.53,10.84,15.4,14.75,2025,12,0,1,1,0,1,1,4,0.6666666666666666,129.77,120.56,9.210000000000008,7.097171919549979,4.333333333333333
2025-S13,Enterprise Data Platform,Data Platform QA,No,No,Yes,No,No,No,High,17.0,42.0,21.2,23.24,17.0,8.36,14.0,12.3,22.64,23.48,16.09,9.61,15.0,14.31,2025,13,0,0,1,0,0,0,1,0.16666666666666666,96.1,101.13000000000001,-5.030000000000015,-5.234131113423533,2.3333333333333335
2025-S13,Billing & Payments,Billing & Payments QA,Yes,Yes,Yes,No,No,No,Medium,15.0,65.0,16.0,27.0,19.9,10.0,20.0,11.21,17.0,21.94,16.11,11.64,22.3,10.24,2025,13,1,1,1,0,0,0,3,0.5,104.11000000000001,99.22999999999999,4.880000000000024,4.687349918355608,4.0625
2025-S13,CRM Sales & Service,CRM Platform QA,No,Yes,Yes,No,Yes,No,High,11.0,74.0,14.3,39.8,50.38,14.31,23.49,19.23,17.6,32.7,69.35,13.9,21.72,20.56,2025,13,0,1,1,0,1,0,3,0.5,161.51,175.83,-14.320000000000022,-8.866324066621276,6.166666666666667
2025-S13,ERP Operations,ERP Operations QA,No,Yes,No,No,No,No,High,10.0,79.0,12.0,43.52,64.0,15.0,26.1,17.18,13.69,49.7,62.6,14.89,24.88,16.7,2025,13,0,1,0,0,0,0,1,0.16666666666666666,177.8,182.45999999999998,-4.659999999999968,-2.620922384701894,7.181818181818182
2025-S13,Mobile Service App,Mobile & Web QE,No,Yes,Yes,No,Yes,Yes,High,7.0,61.0,8.49,22.36,27.96,8.9,19.7,11.7,9.47,15.31,19.06,9.1901,14.92,6.67,2025,13,0,1,1,0,1,1,4,0.6666666666666666,99.11000000000001,74.62010000000001,24.489900000000006,24.709817374634248,7.625
2025-S13,Customer Web Portal,EIP-QA,No,Yes,Yes,No,Yes,Yes,Low,10.0,69.0,9.87,24.5576,41.62,9.54,25.38,20.72,10.0,19.86,35.68,9.85,,19.6,2025,13,0,1,1,0,1,1,4,0.6666666666666666,131.68759999999997,,,,6.2727272727272725
2025-S14,ERP Operations,ERP Operations QA,No,Yes,Yes,No,No,No,High,12.0,24.0,16.42,14.1347,17.4,5.322,13.74,5.84,16.8,11.27,15.3,5.13,13.81,6.0,2025,14,0,1,1,0,0,0,2,0.3333333333333333,72.8567,68.31,4.546700000000001,6.240606560549683,1.8461538461538463
2025-S14,Customer Web Portal,EIP-QA,No,Yes,Yes,Yes,Yes,Yes,High,11.0,74.0,14.6,39.4,44.4422,15.0,24.4698,25.0,14.0,28.44,34.26,14.36,21.66,15.51,2025,14,0,1,1,1,1,1,5,0.8333333333333334,162.912,128.23,34.682000000000016,21.288793950108044,6.166666666666667
2025-S14,CRM Sales & Service,CRM Platform QA,No,Yes,Yes,No,Yes,No,Low,9.0,81.0,9.47,29.0,29.46,12.0,28.76,24.76,9.75,25.0,28.9,12.5,20.3988,25.3346,2025,14,0,1,1,0,1,0,3,0.5,133.45000000000002,121.8834,11.566600000000022,8.667366054702152,8.1
2025-S14,API Integration Platform,API & Middleware QA,No,Yes,No,No,Yes,No,Medium,13.0,54.0,13.99,23.0,36.28,9.18,12.0,21.19,13.7,16.8363,37.85,17.27,7.97,21.7,2025,14,0,1,0,0,1,0,2,0.3333333333333333,115.64000000000001,115.3263,0.3137000000000114,0.27127291594604924,3.857142857142857
2025-S14,Billing & Payments,Billing & Payments QA,No,Yes,Yes,No,No,No,Medium,11.0,49.0,12.49,21.19,35.37,8.2,14.76,18.2,29.2,18.8,31.49,8.36,14.3,18.53,2025,14,0,1,1,0,0,0,2,0.3333333333333333,110.21000000000001,120.67999999999999,-10.469999999999985,-9.500045367933929,4.083333333333333
2025-S14,Mobile Service App,Mobile & Web QE,No,Yes,Yes,No,Yes,Yes,Medium,16.0,54.0,16.7,23.5,24.0,8.9465,19.2,10.25,14.61,15.6,19.37,10.14,15.0,8.0,2025,14,0,1,1,0,1,1,4,0.6666666666666666,102.5965,82.72,19.876500000000007,19.373467905825255,3.176470588235294
2025-S15,Enterprise Data Platform,Data Platform QA,No,Yes,Yes,No,Yes,No,High,11.0,73.0,14.7,40.24,33.8,13.83,17.4,22.05,14.59,26.4,17.9,16.8,20.0,24.02,2025,15,0,1,1,0,1,0,3,0.5,142.02,119.71,22.310000000000016,15.70905506266724,6.083333333333333
2025-S15,API Integration Platform,API & Middleware QA,No,Yes,No,No,Yes,No,Low,12.0,48.0,11.0,17.41,29.8,7.4,16.93,17.33,12.07,10.0,29.7,7.77,12.99,19.0,2025,15,0,1,0,0,1,0,2,0.3333333333333333,99.86999999999999,91.52999999999999,8.340000000000003,8.350856112946834,3.6923076923076925
2025-S15,Billing & Payments,Billing & Payments QA,No,Yes,Yes,No,No,No,Medium,6.0,56.0,8.39,23.36,37.49,8.78,19.1543,10.86,8.58,20.76,33.99,10.0,20.74,10.76,2025,15,0,1,1,0,0,0,2,0.3333333333333333,108.03430000000002,104.83000000000001,3.2043000000000035,2.9660024640322593,8.0
2025-S15,ERP Operations,ERP Operations QA,No,Yes,No,No,No,No,High,6.0,48.0,8.27,27.0,31.98,9.51,19.3,12.0,7.6599,21.6,35.7,11.0,20.27,11.9,2025,15,0,1,0,0,0,0,1,0.16666666666666666,108.06,108.1299,-0.06990000000000407,-0.06468628539700542,6.857142857142857
2025-S15,Customer Web Portal,EIP-QA,No,Yes,Yes,Yes,Yes,Yes,Low,15.0,66.0,13.7,24.59,20.8654,9.02,15.04,14.78,12.2,14.24,18.42,7.5,13.0,12.16,2025,15,0,1,1,1,1,1,5,0.8333333333333334,97.99539999999999,77.52,20.475399999999993,20.894246056447543,4.125
2025-S16,Customer Web Portal,EIP-QA,No,Yes,Yes,No,Yes,Yes,Medium,9.0,45.0,9.9,20.73,12.56,7.4,17.23,13.07,9.4061,13.93,11.1,6.96,13.9,11.8,2025,16,0,1,1,0,1,1,4,0.6666666666666666,80.89000000000001,67.0961,13.793900000000008,17.052664111756712,4.5
2025-S16,API Integration Platform,API & Middleware QA,No,Yes,No,No,No,No,High,7.0,49.0,10.37,27.86,20.2,9.84,17.77,16.63,9.73,21.8384,21.22,11.0,20.91,17.61,2025,16,0,1,0,0,0,0,1,0.16666666666666666,102.66999999999999,102.30839999999999,0.3615999999999957,0.35219635726112375,6.125
2025-S16,CRM Sales & Service,CRM Platform QA,No,Yes,Yes,No,Yes,Yes,Medium,9.0,76.0,10.0,31.93,24.54,11.4,26.22,14.09,11.0,24.6,19.36,12.15,19.8369,12.89,2025,16,0,1,1,0,1,1,4,0.6666666666666666,118.18,99.8369,18.343100000000007,15.521323404975465,7.6
2025-S16,Mobile Service App,Mobile & Web QE,No,Yes,Yes,No,Yes,Yes,Medium,14.0,63.0,15.66,26.37,42.67,10.03,22.12,18.81,13.74,22.0,47.4,9.46,15.71,22.31,2025,16,0,1,1,0,1,1,4,0.6666666666666666,135.66,130.62,5.039999999999992,3.7151702786377654,4.2
2025-S16,ERP Operations,ERP Operations QA,No,Yes,No,No,No,No,High,10.0,92.0,14.44,50.42,56.3,17.3018,23.7,23.76,13.95,42.6,57.47,19.65,24.54,26.32,2025,16,0,1,0,0,0,0,1,0.16666666666666666,185.92179999999996,184.52999999999997,1.3917999999999893,0.7485943014751307,8.363636363636363
2025-S16,Billing & Payments,Billing & Payments QA,No,No,Yes,No,No,No,High,7.0,88.0,11.0,47.0,43.42,16.2,38.2,12.71,11.44,45.6,41.26,14.96,41.151,12.7,2025,16,0,0,1,0,0,0,1,0.16666666666666666,168.53,167.111,1.4190000000000111,0.8419865899246491,11.0
2025-S16,Enterprise Data Platform,Data Platform QA,No,Yes,Yes,No,Yes,No,Low,11.0,70.0,14.0,37.22,37.6174,13.46,28.0339,17.7,15.0,22.6,33.0,16.7071,34.0,20.03,2025,16,0,1,1,0,1,0,3,0.5,148.0313,141.3371,6.694199999999995,4.522151734126496,5.833333333333333
2025-S17,API Integration Platform,API & Middleware QA,No,No,Yes,No,Yes,No,High,10.0,82.0,8.77,36.09,47.48,12.1,22.2,19.08,9.0,28.25,34.97,13.79,18.32,17.8,2025,17,0,0,1,0,1,0,2,0.3333333333333333,145.72,122.12999999999998,23.590000000000018,16.188580839967074,7.454545454545454
2025-S17,Enterprise Data Platform,Data Platform QA,No,Yes,Yes,No,Yes,No,Medium,6.0,49.0,8.0,22.41,24.0,7.9,17.062,10.4908,9.36,16.6,21.0,7.3,13.02,8.75,2025,17,0,1,1,0,1,0,3,0.5,89.8628,76.03,13.832799999999992,15.393243922958103,7.0
2025-S17,Mobile Service App,Mobile & Web QE,No,No,Yes,No,Yes,Yes,Medium,8.0,97.0,8.9,39.85,68.84,15.96,41.6,20.69,8.63,38.43,47.84,16.69,35.0,18.59,2025,17,0,0,1,0,1,1,3,0.5,195.84,165.18,30.659999999999997,15.655637254901958,10.777777777777779
2025-S17,Customer Web Portal,EIP-QA,Yes,Yes,Yes,No,Yes,No,Medium,14.0,73.0,13.0,31.3,46.78,11.59,22.71,11.83,13.6,16.33,40.0,10.5,20.43,8.86,2025,17,1,1,1,0,1,0,4,0.6666666666666666,137.21,109.72000000000001,27.489999999999995,20.03498287296844,4.866666666666666
2025-S17,ERP Operations,ERP Operations QA,No,Yes,No,No,No,Yes,Medium,11.0,63.0,12.0,28.09,34.64,10.5,16.24,,14.2,20.27,35.99,11.0,16.76,11.89,2025,17,0,1,0,0,0,1,2,0.3333333333333333,,110.11000000000001,,,5.25
2025-S17,Billing & Payments,Billing & Payments QA,No,No,No,No,No,No,Medium,12.0,109.0,13.29,46.4,38.044,16.34,28.56,17.0,11.8,34.6,31.43,16.78,26.92,17.1,2025,17,0,0,0,0,0,0,0,0.0,159.634,138.63000000000002,21.003999999999962,13.157598005437416,8.384615384615385
2025-S17,CRM Sales & Service,CRM Platform QA,No,Yes,Yes,No,Yes,Yes,Low,10.0,77.0,10.56,26.78,46.44,10.06,26.0,14.33,10.95,23.0,38.01,11.08,22.37,13.0,2025,17,0,1,1,0,1,1,4,0.6666666666666666,134.17000000000002,118.41000000000001,15.760000000000005,11.746292017589628,7.0
2025-S18,Enterprise Data Platform,Data Platform QA,No,Yes,Yes,No,Yes,Yes,Medium,6.0,47.0,7.1,20.74,33.0,7.88,10.29,16.47,6.81,12.9,30.65,8.16,6.91,21.3,2025,18,0,1,1,0,1,1,4,0.6666666666666666,95.47999999999999,86.72999999999999,8.75,9.164222873900295,6.714285714285714
2025-S18,Billing & Payments,Billing & Payments QA,No,Yes,Yes,No,Yes,No,High,10.0,73.0,13.16,40.3,42.57,14.17,34.76,16.47,12.913,28.5,29.19,13.6241,26.86,18.1,2025,18,0,1,1,0,1,0,3,0.5,161.43,129.1871,32.24290000000002,19.973301121229028,6.636363636363637
2025-S18,Customer Web Portal,EIP-QA,Yes,Yes,Yes,No,Yes,Yes,Medium,16.0,28.0,16.44,12.46,17.4,5.03,12.39,7.9,15.0,9.17,,4.97,7.67,6.8,2025,18,1,1,1,0,1,1,5,0.8333333333333334,71.62,,,,1.6470588235294117
2025-S18,ERP Operations,ERP Operations QA,No,Yes,No,No,No,No,Medium,10.0,37.0,11.78,16.78,25.91,6.68,9.5,13.59,8.1,12.0935,28.5,6.43,10.0,15.6,2025,18,0,1,0,0,0,0,1,0.16666666666666666,84.24000000000001,80.7235,3.5165000000000077,4.174382716049392,3.3636363636363638
2025-S18,CRM Sales & Service,CRM Platform QA,No,Yes,Yes,Yes,Yes,Yes,Low,5.0,66.0,6.0721,24.0,32.58,8.9601,14.95,10.75,7.0,16.99,28.9,8.0,14.55,8.77,2025,18,0,1,1,1,1,1,5,0.8333333333333334,97.3122,84.21,13.10220000000001,13.46408775055955,11.0
2025-S18,API Integration Platform,API & Middleware QA,No,Yes,Yes,No,No,Yes,Medium,7.0,99.0,8.5,41.2,37.32,14.14,18.7,17.37,8.9,39.98,30.63,13.8,20.28,17.39,2025,18,0,1,1,0,0,1,3,0.5,137.23000000000002,130.98,6.250000000000028,4.554397726444675,12.375
2025-S18,Mobile Service App,Mobile & Web QE,Yes,No,Yes,No,Yes,Yes,Low,10.0,89.0,9.34,33.51,36.73,11.66,18.0,11.33,8.32,30.9,25.7243,10.66,13.23,9.0,2025,18,1,0,1,0,1,1,4,0.6666666666666666,120.56999999999998,97.8343,22.73569999999998,18.85684664510242,8.090909090909092
2025-S19,ERP Operations,ERP Operations QA,No,Yes,No,No,No,No,High,9.0,40.0,13.0,22.5,13.89,7.49,12.86,7.59,10.8,17.6,12.71,8.0,14.44,7.3,2025,19,0,1,0,0,0,0,1,0.16666666666666666,77.33000000000001,70.85,6.480000000000018,8.379671537566297,4.0
2025-S19,Enterprise Data Platform,Data Platform QA,No,Yes,Yes,No,Yes,No,Medium,10.0,69.0,11.11,29.9,33.4,10.59,23.9,17.07,11.11,42.89,20.95,11.15,21.18,38.48,2025,19,0,1,1,0,1,0,3,0.5,125.97,145.76,-19.789999999999992,-15.710089703897747,6.2727272727272725
2025-S19,Mobile Service App,Mobile & Web QE,Yes,Yes,Yes,No,Yes,Yes,Medium,13.0,26.0,14.51,11.72,17.58,4.9,8.13,11.0,13.87,6.73,24.7,4.94,7.4246,9.9,2025,19,1,1,1,0,1,1,5,0.8333333333333334,67.84,67.5646,0.27540000000000475,0.4059551886792523,1.8571428571428572
2025-S19,Customer Web Portal,EIP-QA,Yes,No,Yes,No,Yes,No,Medium,11.0,51.0,11.87,22.05,31.24,8.3,12.9,13.42,11.84,14.52,39.0,9.89,8.1,13.28,2025,19,1,0,1,0,1,0,3,0.5,99.78,96.63,3.1500000000000057,3.156945279615159,4.25
